transaction_id,merchant_id,customer_id,device_id,ip_address,timestamp,amount,amount_in_paise,currency,payment_method,transaction_status,customer_account_age_days,is_new_device,is_new_ip,hour_of_day,day_of_week,fraud_label,fraud_scenario
tx_00000039,mer_0077,cust_004423,dev_000283,103.247.127.75,2026-06-01T05:01:53,464.63,46463,INR,upi,SUCCESS,236,0,0,5,0,0,legitimate
tx_00000040,mer_0020,cust_006461,dev_018616,122.21.45.185,2026-06-01T05:02:24,3236.53,323653,INR,upi,SUCCESS,264,0,0,5,0,0,legitimate
tx_00000041,mer_0226,cust_006308,dev_007212,122.98.8.86,2026-06-01T05:14:45,1728.91,172891,INR,card,SUCCESS,235,0,0,5,0,0,legitimate
tx_00000042,mer_0092,cust_011451,dev_004152,122.243.63.190,2026-06-01T05:28:27,5502.9,550290,INR,upi,SUCCESS,176,0,0,5,0,0,legitimate
tx_00000043,mer_0144,cust_009230,dev_010984,106.191.221.171,2026-06-01T05:40:55,1282.47,128247,INR,netbanking,SUCCESS,153,0,0,5,0,0,legitimate
tx_00000044,mer_0162,cust_004261,dev_010065,182.159.10.48,2026-06-01T05:41:59,2080.31,208031,INR,upi,SUCCESS,178,0,0,5,0,0,legitimate
tx_00000045,mer_0089,cust_012502,dev_013978,182.79.230.191,2026-06-01T05:43:04,734.27,73427,INR,card,SUCCESS,112,0,0,5,0,0,legitimate
tx_00000046,mer_0167,cust_004207,dev_008335,49.78.59.84,2026-06-01T05:46:37,4571.99,457199,INR,upi,SUCCESS,297,0,0,5,0,0,legitimate
tx_00000047,mer_0049,cust_003669,dev_019226,122.169.89.85,2026-06-01T05:52:02,11732.78,1173278,INR,card,SUCCESS,110,0,0,5,0,0,legitimate
tx_00000048,mer_0132,cust_003960,dev_007019,182.127.132.131,2026-06-01T05:56:11,2245.36,224536,INR,upi,SUCCESS,243,0,0,5,0,0,legitimate
tx_00000049,mer_0019,cust_012730,dev_005165,223.231.18.216,2026-06-01T06:00:26,3392.68,339268,INR,card,SUCCESS,257,0,0,6,0,0,legitimate
tx_00000050,mer_0194,cust_012566,dev_006218,106.48.234.143,2026-06-01T06:05:26,5667.82,566782,INR,upi,SUCCESS,313,0,0,6,0,0,legitimate
tx_00000051,mer_0056,cust_009808,dev_003693,103.87.40.110,2026-06-01T06:07:05,2820.26,282026,INR,card,SUCCESS,97,0,0,6,0,0,legitimate
tx_00000052,mer_0005,cust_000137,dev_002633,103.6.162.19,2026-06-01T06:10:09,742.13,74213,INR,netbanking,SUCCESS,325,0,0,6,0,0,legitimate
tx_00000053,mer_0156,cust_014042,dev_004083,182.62.46.201,2026-06-01T06:14:47,4388.67,438867,INR,card,SUCCESS,324,0,0,6,0,0,legitimate
tx_00000054,mer_0148,cust_002894,dev_020252,182.148.54.121,2026-06-01T06:19:09,1813.28,181328,INR,upi,SUCCESS,100,0,0,6,0,0,legitimate
tx_00000055,mer_0233,cust_014739,dev_021958,182.110.253.46,2026-06-01T06:23:25,534.91,53491,INR,upi,SUCCESS,99,0,0,6,0,0,legitimate
tx_00000056,mer_0220,cust_014379,dev_017971,157.125.14.147,2026-06-01T06:29:06,373.99,37399,INR,card,SUCCESS,312,0,0,6,0,0,legitimate
tx_00000057,mer_0104,cust_002423,dev_019438,103.2.157.51,2026-06-01T06:30:14,1239.48,123948,INR,upi,SUCCESS,224,0,0,6,0,0,legitimate
tx_00000058,mer_0004,cust_002596,dev_014302,223.17.250.151,2026-06-01T06:40:32,8056.15,805615,INR,card,SUCCESS,84,0,0,6,0,0,legitimate
tx_00000059,mer_0165,cust_006154,dev_005603,122.88.128.145,2026-06-01T06:40:45,1246.02,124602,INR,card,SUCCESS,287,0,0,6,0,0,legitimate
tx_00000060,mer_0039,cust_005510,dev_009160,223.152.56.236,2026-06-01T06:42:22,454.36,45436,INR,card,SUCCESS,145,0,0,6,0,0,legitimate
tx_00000061,mer_0235,cust_012116,dev_017418,117.196.183.191,2026-06-01T06:45:57,4789.61,478960,INR,upi,SUCCESS,89,0,0,6,0,0,legitimate
tx_00000062,mer_0211,cust_007028,dev_007577,157.249.110.71,2026-06-01T06:48:32,3253.43,325343,INR,upi,SUCCESS,74,0,0,6,0,0,legitimate
tx_00000063,mer_0059,cust_004696,dev_007169,106.183.219.199,2026-06-01T06:48:41,1504.26,150426,INR,card,SUCCESS,30,0,0,6,0,0,legitimate
tx_00000064,mer_0118,cust_011972,dev_018261,49.227.30.3,2026-06-01T06:50:41,4956.66,495666,INR,card,SUCCESS,124,0,0,6,0,0,legitimate
tx_00000065,mer_0232,cust_004977,dev_003455,103.76.161.46,2026-06-01T06:53:10,335.27,33527,INR,card,SUCCESS,129,0,0,6,0,0,legitimate
tx_00000066,mer_0191,cust_003540,dev_016136,106.231.23.170,2026-06-01T06:54:57,2191.37,219137,INR,upi,SUCCESS,28,0,0,6,0,0,legitimate
tx_00000067,mer_0020,cust_009438,dev_005669,106.210.144.113,2026-06-01T06:55:53,14851.82,1485182,INR,card,SUCCESS,297,1,1,6,0,1,velocity_fraud
tx_00000068,mer_0020,cust_009438,dev_005669,106.210.144.113,2026-06-01T06:55:55,13891.62,1389162,INR,card,SUCCESS,297,1,1,6,0,1,velocity_fraud
tx_00000069,mer_0080,cust_010569,dev_012912,117.183.129.177,2026-06-01T06:56:22,2109.79,210979,INR,card,SUCCESS,108,0,0,6,0,0,legitimate
tx_00000070,mer_0020,cust_009438,dev_005669,106.210.144.113,2026-06-01T06:57:07,11779.28,1177928,INR,card,SUCCESS,297,1,1,6,0,1,velocity_fraud
tx_00000071,mer_0111,cust_003400,dev_003397,122.238.34.6,2026-06-01T06:57:28,1714.16,171416,INR,netbanking,SUCCESS,399,0,0,6,0,0,legitimate
tx_00000072,mer_0020,cust_009438,dev_005669,106.210.144.113,2026-06-01T06:58:22,8566.47,856646,INR,card,SUCCESS,297,1,1,6,0,1,velocity_fraud
tx_00000073,mer_0020,cust_009438,dev_005669,106.210.144.113,2026-06-01T06:59:39,14001.77,1400177,INR,card,SUCCESS,297,1,1,6,0,1,velocity_fraud
tx_00000074,mer_0020,cust_009438,dev_005669,106.210.144.113,2026-06-01T07:00:37,14018.85,1401885,INR,card,SUCCESS,297,1,1,7,0,1,velocity_fraud
tx_00000075,mer_0021,cust_007742,dev_002382,106.64.234.118,2026-06-01T07:01:30,6620.93,662093,INR,upi,SUCCESS,138,0,0,7,0,0,legitimate
tx_00000076,mer_0231,cust_013184,dev_003328,157.49.205.109,2026-06-01T07:09:15,2000.1,200010,INR,card,SUCCESS,325,0,0,7,0,0,legitimate
tx_00000077,mer_0162,cust_005973,dev_015194,103.79.248.77,2026-06-01T07:12:26,2708.27,270827,INR,card,SUCCESS,117,0,0,7,0,0,legitimate
tx_00000078,mer_0025,cust_004089,dev_012932,103.53.14.65,2026-06-01T07:13:13,3987.65,398765,INR,upi,SUCCESS,89,0,0,7,0,0,legitimate
tx_00000079,mer_0207,cust_013600,dev_021157,117.239.178.152,2026-06-01T07:13:32,2590.95,259094,INR,card,SUCCESS,21,0,0,7,0,0,legitimate
tx_00000080,mer_0005,cust_001532,dev_005719,117.98.189.203,2026-06-01T07:14:07,463.71,46371,INR,upi,SUCCESS,317,0,0,7,0,0,legitimate
tx_00000081,mer_0173,cust_010672,dev_005370,103.209.77.60,2026-06-01T07:14:30,381.85,38185,INR,upi,SUCCESS,87,0,0,7,0,0,legitimate
tx_00000082,mer_0078,cust_007796,dev_009969,122.20.32.21,2026-06-01T07:16:17,10526.68,1052668,INR,card,SUCCESS,104,0,0,7,0,0,legitimate
tx_00000083,mer_0014,cust_004348,dev_008430,122.59.105.81,2026-06-01T07:16:49,1863.47,186347,INR,upi,SUCCESS,369,0,0,7,0,0,legitimate
tx_00000084,mer_0166,cust_003269,dev_007632,157.199.221.129,2026-06-01T07:18:40,610.81,61080,INR,netbanking,SUCCESS,81,0,0,7,0,0,legitimate
tx_00000085,mer_0188,cust_007499,dev_002038,103.66.78.194,2026-06-01T07:20:29,1297.84,129783,INR,netbanking,SUCCESS,361,0,0,7,0,0,legitimate
tx_00000086,mer_0107,cust_004293,dev_010490,182.242.133.75,2026-06-01T07:20:38,163.13,16313,INR,upi,SUCCESS,396,0,0,7,0,0,legitimate
tx_00000087,mer_0061,cust_001137,dev_019090,122.39.223.65,2026-06-01T07:22:10,5852.61,585261,INR,upi,SUCCESS,76,0,0,7,0,0,legitimate
tx_00000088,mer_0179,cust_006127,dev_014236,106.138.116.135,2026-06-01T07:22:13,760.49,76049,INR,upi,SUCCESS,224,0,0,7,0,0,legitimate
tx_00000089,mer_0125,cust_001891,dev_021556,106.1.248.119,2026-06-01T07:22:48,2604.7,260469,INR,upi,SUCCESS,251,0,0,7,0,0,legitimate
tx_00000090,mer_0218,cust_012323,dev_011733,157.238.154.46,2026-06-01T07:25:07,1518.58,151858,INR,netbanking,SUCCESS,302,0,0,7,0,0,legitimate
tx_00000091,mer_0220,cust_009536,dev_021381,122.24.200.152,2026-06-01T07:25:13,583.41,58341,INR,upi,SUCCESS,357,0,0,7,0,0,legitimate
tx_00000092,mer_0107,cust_012194,dev_005513,223.90.81.2,2026-06-01T07:27:16,499.41,49941,INR,card,SUCCESS,322,0,0,7,0,0,legitimate
tx_00000093,mer_0150,cust_013723,dev_018576,49.31.84.21,2026-06-01T07:34:05,1034.81,103481,INR,upi,SUCCESS,241,0,0,7,0,0,legitimate
tx_00000094,mer_0002,cust_004497,dev_001835,117.35.52.21,2026-06-01T07:34:05,359.05,35905,INR,card,SUCCESS,303,0,0,7,0,0,legitimate
tx_00000095,mer_0120,cust_002456,dev_006142,182.58.48.175,2026-06-01T07:34:38,1442.54,144254,INR,card,SUCCESS,130,0,0,7,0,0,legitimate
tx_00000096,mer_0044,cust_003297,dev_001064,223.154.144.198,2026-06-01T07:35:23,465.12,46512,INR,upi,SUCCESS,256,0,0,7,0,0,legitimate
tx_00000097,mer_0041,cust_000866,dev_014620,49.139.184.140,2026-06-01T07:37:08,307.49,30749,INR,card,SUCCESS,337,0,0,7,0,0,legitimate
tx_00000098,mer_0116,cust_014092,dev_001130,223.83.113.234,2026-06-01T07:43:31,579.77,57977,INR,card,SUCCESS,278,0,0,7,0,0,legitimate
tx_00000099,mer_0173,cust_003149,dev_007136,182.180.244.139,2026-06-01T07:45:52,1959.13,195913,INR,upi,SUCCESS,230,0,0,7,0,0,legitimate
tx_00000100,mer_0073,cust_010251,dev_001596,103.180.163.127,2026-06-01T07:47:35,680.31,68031,INR,upi,SUCCESS,206,0,0,7,0,0,legitimate
tx_00000101,mer_0161,cust_011367,dev_010114,103.253.88.209,2026-06-01T07:47:55,913.73,91373,INR,card,SUCCESS,109,0,0,7,0,0,legitimate
tx_00000102,mer_0118,cust_010395,dev_018479,49.248.99.142,2026-06-01T07:49:08,6297.23,629723,INR,upi,SUCCESS,390,0,0,7,0,0,legitimate
tx_00000103,mer_0170,cust_005971,dev_009043,122.21.145.172,2026-06-01T07:51:29,1352.09,135209,INR,upi,SUCCESS,350,0,0,7,0,0,legitimate
tx_00000104,mer_0233,cust_007785,dev_012831,182.248.45.40,2026-06-01T07:52:08,871.25,87125,INR,card,SUCCESS,70,0,0,7,0,0,legitimate
tx_00000105,mer_0003,cust_003114,dev_000448,157.235.214.175,2026-06-01T07:52:25,1216.08,121608,INR,card,SUCCESS,324,0,0,7,0,0,legitimate
tx_00000106,mer_0241,cust_014437,dev_004898,122.59.190.188,2026-06-01T07:55:28,2623.19,262319,INR,card,SUCCESS,105,0,0,7,0,0,legitimate
tx_00000107,mer_0173,cust_002332,dev_018963,157.64.92.229,2026-06-01T07:57:46,1536.25,153625,INR,upi,SUCCESS,254,1,0,7,0,0,legitimate
tx_00000108,mer_0214,cust_014045,dev_003436,106.75.145.233,2026-06-01T08:00:45,2824.37,282437,INR,upi,SUCCESS,155,0,0,8,0,0,legitimate
tx_00000109,mer_0233,cust_013795,dev_019599,223.118.175.218,2026-06-01T08:03:49,1425.11,142511,INR,netbanking,SUCCESS,18,0,0,8,0,0,legitimate
tx_00000110,mer_0085,cust_011661,dev_014144,117.143.248.131,2026-06-01T08:05:32,1192.79,119279,INR,netbanking,SUCCESS,350,0,0,8,0,0,legitimate
tx_00000111,mer_0217,cust_008410,dev_010027,49.133.195.60,2026-06-01T08:06:40,677.82,67782,INR,upi,SUCCESS,178,0,0,8,0,0,legitimate
tx_00000112,mer_0203,cust_003406,dev_019110,49.163.135.214,2026-06-01T08:06:52,1713.9,171390,INR,netbanking,SUCCESS,361,0,0,8,0,0,legitimate
tx_00000113,mer_0078,cust_006059,dev_013579,106.59.63.242,2026-06-01T08:06:53,2136.86,213686,INR,upi,SUCCESS,211,0,0,8,0,0,legitimate
tx_00000114,mer_0066,cust_004289,dev_021490,49.15.123.39,2026-06-01T08:07:02,1197.07,119707,INR,netbanking,SUCCESS,205,0,0,8,0,0,legitimate
tx_00000115,mer_0212,cust_001349,dev_002228,103.3.15.181,2026-06-01T08:07:14,2523.29,252329,INR,upi,SUCCESS,55,0,0,8,0,0,legitimate
tx_00000116,mer_0043,cust_006280,dev_001578,106.145.44.48,2026-06-01T08:10:21,5241.46,524146,INR,upi,SUCCESS,49,0,0,8,0,0,legitimate
tx_00000117,mer_0172,cust_000950,dev_012596,117.232.155.8,2026-06-01T08:10:57,1366.87,136687,INR,card,SUCCESS,263,0,0,8,0,0,legitimate
tx_00000118,mer_0099,cust_013433,dev_016865,106.127.94.225,2026-06-01T08:11:20,574.64,57464,INR,upi,SUCCESS,12,0,0,8,0,0,legitimate
tx_00000119,mer_0038,cust_000042,dev_003088,106.3.70.101,2026-06-01T08:12:13,920.73,92073,INR,card,SUCCESS,360,0,0,8,0,0,legitimate
tx_00000120,mer_0001,cust_007545,dev_021175,103.124.164.183,2026-06-01T08:12:58,4115.7,411570,INR,upi,SUCCESS,54,0,0,8,0,0,legitimate
tx_00000121,mer_0070,cust_013494,dev_011144,122.10.95.116,2026-06-01T08:13:02,1306.28,130628,INR,upi,SUCCESS,342,0,0,8,0,0,legitimate
tx_00000122,mer_0009,cust_013463,dev_008783,117.145.23.216,2026-06-01T08:14:51,1025.95,102595,INR,card,SUCCESS,384,0,0,8,0,0,legitimate
tx_00000123,mer_0214,cust_006698,dev_013064,103.126.148.112,2026-06-01T08:15:49,3320.57,332057,INR,upi,SUCCESS,247,0,0,8,0,0,legitimate
tx_00000124,mer_0040,cust_008931,dev_000402,182.64.56.76,2026-06-01T08:18:24,5856.4,585640,INR,card,SUCCESS,131,0,0,8,0,0,legitimate
tx_00000125,mer_0152,cust_008181,dev_015244,223.247.17.86,2026-06-01T08:23:32,1176.89,117689,INR,upi,SUCCESS,243,0,0,8,0,0,legitimate
tx_00000126,mer_0089,cust_008519,dev_017471,103.156.148.161,2026-06-01T08:24:46,259.58,25958,INR,card,SUCCESS,377,0,0,8,0,0,legitimate
tx_00000127,mer_0075,cust_011481,dev_010898,103.128.9.207,2026-06-01T08:24:54,741.1,74110,INR,upi,SUCCESS,392,0,0,8,0,0,legitimate
tx_00000128,mer_0120,cust_012801,dev_014109,157.39.195.112,2026-06-01T08:25:02,3347.03,334703,INR,upi,SUCCESS,228,0,0,8,0,0,legitimate
tx_00000129,mer_0064,cust_004139,dev_007242,122.19.44.198,2026-06-01T08:25:53,5341.7,534170,INR,card,SUCCESS,68,0,0,8,0,0,legitimate
tx_00000130,mer_0032,cust_014294,dev_005781,117.170.185.252,2026-06-01T08:27:35,675.57,67557,INR,upi,SUCCESS,261,0,0,8,0,0,legitimate
tx_00000131,mer_0206,cust_000662,dev_008645,106.8.218.68,2026-06-01T08:27:38,768.87,76887,INR,upi,SUCCESS,371,0,0,8,0,0,legitimate
tx_00000132,mer_0002,cust_007171,dev_007753,122.63.39.121,2026-06-01T08:28:11,1037.39,103739,INR,upi,SUCCESS,331,0,0,8,0,0,legitimate
tx_00000133,mer_0031,cust_003994,dev_008129,106.169.220.192,2026-06-01T08:29:38,8907.28,890728,INR,upi,SUCCESS,141,0,0,8,0,0,legitimate
tx_00000134,mer_0213,cust_011203,dev_005944,182.50.70.49,2026-06-01T08:30:09,378.24,37824,INR,card,SUCCESS,39,0,0,8,0,0,legitimate
tx_00000135,mer_0233,cust_000659,dev_018387,182.170.82.68,2026-06-01T08:30:13,603.71,60371,INR,netbanking,SUCCESS,229,0,0,8,0,0,legitimate
tx_00000136,mer_0210,cust_002419,dev_012579,103.131.25.98,2026-06-01T08:30:51,1519.43,151943,INR,card,SUCCESS,211,0,0,8,0,0,legitimate
tx_00000137,mer_0011,cust_011360,dev_019232,106.41.254.2,2026-06-01T08:33:08,526.83,52683,INR,upi,SUCCESS,362,0,0,8,0,0,legitimate
tx_00000138,mer_0016,cust_002271,dev_008601,122.70.53.183,2026-06-01T08:33:50,376.4,37640,INR,upi,SUCCESS,330,0,0,8,0,0,legitimate
tx_00000139,mer_0139,cust_009693,dev_003701,106.72.146.14,2026-06-01T08:34:12,4557.77,455777,INR,netbanking,SUCCESS,189,0,0,8,0,0,legitimate
tx_00000140,mer_0227,cust_009917,dev_011048,103.154.236.31,2026-06-01T08:37:39,2581.25,258125,INR,upi,SUCCESS,115,0,0,8,0,0,legitimate
tx_00000141,mer_0137,cust_010662,dev_005866,157.199.158.172,2026-06-01T08:41:40,4136.53,413653,INR,netbanking,SUCCESS,126,0,0,8,0,0,legitimate
tx_00000142,mer_0070,cust_000330,dev_015176,122.222.146.154,2026-06-01T08:42:31,3742.79,374279,INR,upi,SUCCESS,204,0,0,8,0,0,legitimate
tx_00000143,mer_0141,cust_003236,dev_017471,223.210.196.170,2026-06-01T08:42:57,1302.05,130205,INR,card,SUCCESS,244,0,0,8,0,0,legitimate
tx_00000144,mer_0093,cust_006257,dev_007095,49.67.100.181,2026-06-01T08:45:42,660.04,66004,INR,upi,SUCCESS,307,0,0,8,0,0,legitimate
tx_00000145,mer_0175,cust_011962,dev_020316,157.82.183.103,2026-06-01T08:48:07,349.08,34908,INR,card,SUCCESS,178,0,0,8,0,0,legitimate
tx_00000146,mer_0125,cust_000742,dev_003045,106.154.155.143,2026-06-01T08:49:07,893.61,89361,INR,upi,SUCCESS,57,0,0,8,0,0,legitimate
tx_00000147,mer_0185,cust_003533,dev_006922,117.194.79.108,2026-06-01T08:49:50,3445.93,344593,INR,upi,SUCCESS,127,1,0,8,0,0,legitimate
tx_00000148,mer_0135,cust_001981,dev_006927,117.20.162.107,2026-06-01T08:50:21,2036.77,203677,INR,upi,SUCCESS,175,0,0,8,0,0,legitimate
tx_00000149,mer_0069,cust_012780,dev_005678,223.244.238.141,2026-06-01T08:50:38,1744.81,174481,INR,netbanking,SUCCESS,324,0,0,8,0,0,legitimate
tx_00000150,mer_0126,cust_013774,dev_014309,106.170.12.40,2026-06-01T08:52:22,808.59,80859,INR,upi,SUCCESS,303,1,0,8,0,0,legitimate
tx_00000151,mer_0017,cust_003471,dev_018795,103.187.75.65,2026-06-01T08:54:12,2217.63,221763,INR,netbanking,SUCCESS,307,0,0,8,0,0,legitimate
tx_00000152,mer_0246,cust_005251,dev_003069,106.181.171.130,2026-06-01T08:54:58,2310.76,231076,INR,card,SUCCESS,209,1,1,8,0,1,device_reuse_syndicate
tx_00000153,mer_0186,cust_008636,dev_003821,103.64.68.223,2026-06-01T08:55:12,7365.32,736532,INR,upi,SUCCESS,145,0,0,8,0,0,legitimate
tx_00000154,mer_0193,cust_013249,dev_013228,106.175.51.30,2026-06-01T08:56:50,1231.55,123155,INR,card,SUCCESS,85,0,0,8,0,0,legitimate
tx_00000155,mer_0239,cust_003608,dev_010202,49.146.249.78,2026-06-01T08:57:07,501.89,50189,INR,card,SUCCESS,308,0,0,8,0,0,legitimate
tx_00000156,mer_0073,cust_012079,dev_011895,182.232.100.41,2026-06-01T08:57:16,474.75,47475,INR,card,SUCCESS,81,0,0,8,0,0,legitimate
tx_00000157,mer_0107,cust_004079,dev_010469,157.81.127.53,2026-06-01T08:57:16,959.92,95992,INR,upi,SUCCESS,48,0,0,8,0,0,legitimate
tx_00000158,mer_0207,cust_001314,dev_005627,117.126.47.23,2026-06-01T08:58:05,4255.05,425505,INR,netbanking,SUCCESS,141,0,0,8,0,0,legitimate
tx_00000159,mer_0102,cust_012809,dev_019413,182.112.205.197,2026-06-01T08:58:35,3197.74,319774,INR,upi,SUCCESS,157,0,0,8,0,0,legitimate
tx_00000160,mer_0116,cust_013132,dev_008265,157.214.215.18,2026-06-01T08:58:52,1314.84,131484,INR,upi,SUCCESS,270,0,0,8,0,0,legitimate
tx_00000161,mer_0179,cust_003962,dev_016786,157.52.223.43,2026-06-01T08:58:57,815.08,81508,INR,upi,SUCCESS,388,0,0,8,0,0,legitimate
tx_00000162,mer_0134,cust_007170,dev_010140,103.226.40.14,2026-06-01T08:59:34,307.84,30783,INR,upi,SUCCESS,352,0,0,8,0,0,legitimate
tx_00000163,mer_0028,cust_008884,dev_001962,103.204.33.244,2026-06-01T08:59:59,1849.71,184971,INR,card,SUCCESS,12,0,0,8,0,0,legitimate
tx_00000164,mer_0229,cust_001699,dev_013054,49.139.139.77,2026-06-01T09:00:12,2031.99,203199,INR,card,SUCCESS,370,0,0,9,0,0,legitimate
